year,RegNo,category,income,measure,type
2017,Adjara A.R.,income_median_infl,655.143633619428,Median,Adjusted to inflation (base: 2010 prices)
2017,Guria,mean_income,677.6034468374256,Mean,Nominal values
2017,Guria,median_income,526.0311472790258,Median,Nominal values
2017,Guria,income_mean_infl,545.6585305752709,Mean,Adjusted to inflation (base: 2010 prices)
2017,Guria,income_median_infl,423.60083054589865,Median,Adjusted to inflation (base: 2010 prices)
2017,Samegrelo-Zemo Svaneti,mean_income,914.2009499846212,Mean,Nominal values
2017,Samegrelo-Zemo Svaneti,median_income,666.3369525648471,Median,Nominal values
2017,Samegrelo-Zemo Svaneti,income_mean_infl,736.185078968186,Mean,Adjusted to inflation (base: 2010 prices)
2017,Samegrelo-Zemo Svaneti,income_median_infl,536.5858808740293,Median,Adjusted to inflation (base: 2010 prices)
2017,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",mean_income,828.5090187957627,Mean,Nominal values
2017,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",median_income,657.7305561399216,Median,Nominal values
2017,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_mean_infl,667.1793301442897,Mean,Adjusted to inflation (base: 2010 prices)
2017,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_median_infl,529.6553470216833,Median,Adjusted to inflation (base: 2010 prices)
2017,Mtskheta-Mtianeti,mean_income,799.0346949471156,Mean,Nominal values
2017,Mtskheta-Mtianeti,median_income,513.4591274266081,Median,Nominal values
2017,Mtskheta-Mtianeti,income_mean_infl,643.4443324608862,Mean,Adjusted to inflation (base: 2010 prices)
2017,Mtskheta-Mtianeti,income_median_infl,413.4768710072464,Median,Adjusted to inflation (base: 2010 prices)
2018,Kakheti,mean_income,989.9690049397535,Mean,Nominal values
2018,Kakheti,median_income,642.952227481122,Median,Nominal values
2018,Kakheti,income_mean_infl,776.8819923956725,Mean,Adjusted to inflation (base: 2010 prices)
2018,Kakheti,income_median_infl,504.55923873209304,Median,Adjusted to inflation (base: 2010 prices)
2018,Tbilisi,mean_income,1190.1261849498467,Mean,Nominal values
2018,Tbilisi,median_income,933.3333333333333,Median,Nominal values
2018,Tbilisi,income_mean_infl,933.9561109010327,Mean,Adjusted to inflation (base: 2010 prices)
2018,Tbilisi,income_median_infl,732.4369308041325,Median,Adjusted to inflation (base: 2010 prices)
2018,Shida Kartli,mean_income,850.4556280365925,Mean,Nominal values
2018,Shida Kartli,median_income,648.1646603815062,Median,Nominal values
2018,Shida Kartli,income_mean_infl,667.3983321259531,Mean,Adjusted to inflation (base: 2010 prices)
2018,Shida Kartli,income_median_infl,508.64971554164293,Median,Adjusted to inflation (base: 2010 prices)
2018,Kvemo Kartli,mean_income,897.057233919581,Mean,Nominal values
2018,Kvemo Kartli,median_income,713.6067813329712,Median,Nominal values
2018,Kvemo Kartli,income_mean_infl,703.9691219653959,Mean,Adjusted to inflation (base: 2010 prices)
2018,Kvemo Kartli,income_median_infl,560.0056722005756,Median,Adjusted to inflation (base: 2010 prices)
2018,Samtskhe-Javakheti,mean_income,1001.2596063681325,Mean,Nominal values
2018,Samtskhe-Javakheti,median_income,791.8477486419642,Median,Nominal values
2018,Samtskhe-Javakheti,income_mean_infl,785.7423353854596,Mean,Adjusted to inflation (base: 2010 prices)
2018,Samtskhe-Javakheti,income_median_infl,621.4055728708742,Median,Adjusted to inflation (base: 2010 prices)
2018,Adjara A.R.,mean_income,1126.9169031592974,Mean,Nominal values
2018,Adjara A.R.,median_income,939.9995189245417,Median,Nominal values
2018,Adjara A.R.,income_mean_infl,884.3523833799576,Mean,Adjusted to inflation (base: 2010 prices)
2018,Adjara A.R.,income_median_infl,737.6682456411991,Median,Adjusted to inflation (base: 2010 prices)
2018,Guria,mean_income,726.2588411118793,Mean,Nominal values
2018,Guria,median_income,535.2424013734513,Median,Nominal values
2018,Guria,income_mean_infl,569.9344248785904,Mean,Adjusted to inflation (base: 2010 prices)
2018,Guria,income_median_infl,420.0335375337904,Median,Adjusted to inflation (base: 2010 prices)
2018,Samegrelo-Zemo Svaneti,mean_income,890.1589242286376,Mean,Nominal values
2018,Samegrelo-Zemo Svaneti,median_income,693.0989448867517,Median,Nominal values
2018,Samegrelo-Zemo Svaneti,income_mean_infl,698.5556468463554,Mean,Adjusted to inflation (base: 2010 prices)
2018,Samegrelo-Zemo Svaneti,income_median_infl,543.9120685033233,Median,Adjusted to inflation (base: 2010 prices)
2018,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",mean_income,882.2880366618372,Mean,Nominal values
2018,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",median_income,706.0279665629652,Median,Nominal values
2018,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_mean_infl,692.3789374905001,Mean,Adjusted to inflation (base: 2010 prices)
2018,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_median_infl,554.0581680977797,Median,Adjusted to inflation (base: 2010 prices)
2018,Mtskheta-Mtianeti,mean_income,783.8956456447181,Mean,Nominal values
2018,Mtskheta-Mtianeti,median_income,602.4185453607042,Median,Nominal values
2018,Mtskheta-Mtianeti,income_mean_infl,615.165129392937,Mean,Adjusted to inflation (base: 2010 prices)
2018,Mtskheta-Mtianeti,income_median_infl,472.75027545373325,Median,Adjusted to inflation (base: 2010 prices)
2019,Kakheti,mean_income,992.4474940787062,Mean,Nominal values
2019,Kakheti,median_income,688.4676337804345,Median,Nominal values
2019,Kakheti,income_mean_infl,742.7806093533483,Mean,Adjusted to inflation (base: 2010 prices)
2019,Kakheti,income_median_infl,515.2720033962158,Median,Adjusted to inflation (base: 2010 prices)
2019,Tbilisi,mean_income,1171.2299022401348,Mean,Nominal values
2019,Tbilisi,median_income,930,Median,Nominal values
2019,Tbilisi,income_mean_infl,876.5872911860031,Mean,Adjusted to inflation (base: 2010 prices)
2019,Tbilisi,income_median_infl,696.0428343263377,Median,Adjusted to inflation (base: 2010 prices)
2019,Shida Kartli,mean_income,905.0393100564836,Mean,Nominal values
2019,Shida Kartli,median_income,675.4834448977277,Median,Nominal values
2019,Shida Kartli,income_mean_infl,677.3614263962022,Mean,Adjusted to inflation (base: 2010 prices)
2019,Shida Kartli,income_median_infl,505.55420594315376,Median,Adjusted to inflation (base: 2010 prices)
2019,Kvemo Kartli,mean_income,995.6713828023902,Mean,Nominal values
2019,Kvemo Kartli,median_income,815.8235539345042,Median,Nominal values
2019,Kvemo Kartli,income_mean_infl,745.1934745627954,Mean,Adjusted to inflation (base: 2010 prices)
2019,Kvemo Kartli,income_median_infl,610.5893965492023,Median,Adjusted to inflation (base: 2010 prices)
2019,Samtskhe-Javakheti,mean_income,1213.9835980229968,Mean,Nominal values
2019,Samtskhe-Javakheti,median_income,957.1750753018073,Median,Nominal values
2019,Samtskhe-Javakheti,income_mean_infl,908.5855746167872,Mean,Adjusted to inflation (base: 2010 prices)
2019,Samtskhe-Javakheti,income_median_infl,716.3815616769846,Median,Adjusted to inflation (base: 2010 prices)
2019,Adjara A.R.,mean_income,1265.9188810160213,Mean,Nominal values
2019,Adjara A.R.,median_income,1016.6666666666666,Median,Nominal values
2019,Adjara A.R.,income_mean_infl,947.4556623329219,Mean,Adjusted to inflation (base: 2010 prices)
2019,Adjara A.R.,income_median_infl,760.9070411094373,Median,Adjusted to inflation (base: 2010 prices)
2019,Guria,mean_income,768.7347206006159,Mean,Nominal values
2019,Guria,median_income,600,Median,Nominal values
2019,Guria,income_mean_infl,575.3465524429226,Mean,Adjusted to inflation (base: 2010 prices)
2019,Guria,income_median_infl,449.0598931137663,Median,Adjusted to inflation (base: 2010 prices)
2019,Samegrelo-Zemo Svaneti,mean_income,979.2438497382152,Mean,Nominal values
2019,Samegrelo-Zemo Svaneti,median_income,781.216390536511,Median,Nominal values
2019,Samegrelo-Zemo Svaneti,income_mean_infl,732.8985641595932,Mean,Adjusted to inflation (base: 2010 prices)
2019,Samegrelo-Zemo Svaneti,income_median_infl,584.6882480550798,Median,Adjusted to inflation (base: 2010 prices)
2019,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",mean_income,1000.346926762339,Mean,Nominal values
2019,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",median_income,780.2887159372384,Median,Nominal values
2019,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_mean_infl,748.6928066809675,Mean,Adjusted to inflation (base: 2010 prices)
2019,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_median_infl,583.9939456277571,Median,Adjusted to inflation (base: 2010 prices)
2019,Mtskheta-Mtianeti,mean_income,835.6114493015108,Mean,Nominal values
2019,Mtskheta-Mtianeti,median_income,689.9220423307645,Median,Nominal values
2019,Mtskheta-Mtianeti,income_mean_infl,625.3993135132929,Mean,Adjusted to inflation (base: 2010 prices)
2019,Mtskheta-Mtianeti,income_median_infl,516.360530976474,Median,Adjusted to inflation (base: 2010 prices)
2019,Racha-Lechkhumi da Kvemo Svaneti,mean_income,945.1837117755312,Mean,Nominal values
2019,Racha-Lechkhumi da Kvemo Svaneti,median_income,730.0300498939062,Median,Nominal values
2019,Racha-Lechkhumi da Kvemo Svaneti,income_mean_infl,707.4068276379882,Mean,Adjusted to inflation (base: 2010 prices)
2019,Racha-Lechkhumi da Kvemo Svaneti,income_median_infl,546.3786936253249,Median,Adjusted to inflation (base: 2010 prices)
2020,Kakheti,mean_income,932.7732294474156,Mean,Nominal values
2020,Kakheti,median_income,646.2871944098131,Median,Nominal values
2020,Kakheti,income_mean_infl,663.5951086538927,Mean,Adjusted to inflation (base: 2010 prices)
2020,Kakheti,income_median_infl,459.7827290241468,Median,Adjusted to inflation (base: 2010 prices)
2020,Tbilisi,mean_income,1086.8788768433212,Mean,Nominal values
2020,Tbilisi,median_income,900,Median,Nominal values
2020,Tbilisi,income_mean_infl,773.2292089897767,Mean,Adjusted to inflation (base: 2010 prices)
2020,Tbilisi,income_median_infl,640.2795223253909,Median,Adjusted to inflation (base: 2010 prices)
2020,Shida Kartli,mean_income,960.7240233671419,Mean,Nominal values
2020,Shida Kartli,median_income,754.5555100140807,Median,Nominal values
2020,Shida Kartli,income_mean_infl,683.479909742268,Mean,Adjusted to inflation (base: 2010 prices)
2020,Shida Kartli,income_median_infl,536.8071572442303,Median,Adjusted to inflation (base: 2010 prices)
2020,Kvemo Kartli,mean_income,980.3399207498334,Mean,Nominal values
2020,Kvemo Kartli,median_income,764.386822427499,Median,Nominal values
2020,Kvemo Kartli,income_mean_infl,697.4350846380164,Mean,Adjusted to inflation (base: 2010 prices)
2020,Kvemo Kartli,income_median_infl,543.8013661507805,Median,Adjusted to inflation (base: 2010 prices)
2020,Samtskhe-Javakheti,mean_income,1164.0545392357085,Mean,Nominal values
2020,Samtskhe-Javakheti,median_income,906.112642704212,Median,Nominal values
2020,Samtskhe-Javakheti,income_mean_infl,828.1336492694915,Mean,Adjusted to inflation (base: 2010 prices)
2020,Samtskhe-Javakheti,income_median_infl,644.6281889373894,Median,Adjusted to inflation (base: 2010 prices)
2020,Adjara A.R.,mean_income,1220.9462208282453,Mean,Nominal values
2020,Adjara A.R.,median_income,985.8002294232608,Median,Nominal values
2020,Adjara A.R.,income_mean_infl,868.6076256187778,Mean,Adjusted to inflation (base: 2010 prices)
2020,Adjara A.R.,income_median_infl,701.319666670429,Median,Adjusted to inflation (base: 2010 prices)
2020,Guria,mean_income,813.2562087677317,Mean,Nominal values
2020,Guria,median_income,633.4485200312706,Median,Nominal values
2020,Guria,income_mean_infl,578.5681076421795,Mean,Adjusted to inflation (base: 2010 prices)
2020,Guria,income_median_infl,450.64901758149745,Median,Adjusted to inflation (base: 2010 prices)
2020,Samegrelo-Zemo Svaneti,mean_income,997.4699326559959,Mean,Nominal values
2020,Samegrelo-Zemo Svaneti,median_income,794.8108267663603,Median,Nominal values
2020,Samegrelo-Zemo Svaneti,income_mean_infl,709.6217466832453,Mean,Adjusted to inflation (base: 2010 prices)
2020,Samegrelo-Zemo Svaneti,income_median_infl,565.4456627789045,Median,Adjusted to inflation (base: 2010 prices)
2020,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",mean_income,1015.4038520171918,Mean,Nominal values
2020,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",median_income,811.0387876059634,Median,Nominal values
2020,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_mean_infl,722.3803259299215,Mean,Adjusted to inflation (base: 2010 prices)
2020,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_median_infl,576.9905861285671,Median,Adjusted to inflation (base: 2010 prices)
2020,Mtskheta-Mtianeti,mean_income,847.8866953830109,Mean,Nominal values
2020,Mtskheta-Mtianeti,median_income,708.7597664416336,Median,Nominal values
2020,Mtskheta-Mtianeti,income_mean_infl,603.2049870065426,Mean,Adjusted to inflation (base: 2010 prices)
2020,Mtskheta-Mtianeti,income_median_infl,504.2270718896719,Median,Adjusted to inflation (base: 2010 prices)
2020,Racha-Lechkhumi da Kvemo Svaneti,mean_income,1024.14693528327,Mean,Nominal values
2020,Racha-Lechkhumi da Kvemo Svaneti,median_income,809.0861414594979,Median,Nominal values
2020,Racha-Lechkhumi da Kvemo Svaneti,income_mean_infl,728.6003450157613,Mean,Adjusted to inflation (base: 2010 prices)
2020,Racha-Lechkhumi da Kvemo Svaneti,income_median_infl,575.601431304201,Median,Adjusted to inflation (base: 2010 prices)
2021,Kakheti,mean_income,1081.6936129251599,Mean,Nominal values
2021,Kakheti,median_income,790.2048830479667,Median,Nominal values
2021,Kakheti,income_mean_infl,702.3473321396207,Mean,Adjusted to inflation (base: 2010 prices)
2021,Kakheti,income_median_infl,513.0827110567765,Median,Adjusted to inflation (base: 2010 prices)
2021,Tbilisi,mean_income,1145.9204314109033,Mean,Nominal values
2021,Tbilisi,median_income,900.3644378475916,Median,Nominal values
2021,Tbilisi,income_mean_infl,744.0500232494355,Mean,Adjusted to inflation (base: 2010 prices)
2021,Tbilisi,income_median_infl,584.6096836659398,Median,Adjusted to inflation (base: 2010 prices)
2021,Shida Kartli,mean_income,1133.597987707335,Mean,Nominal values
2021,Shida Kartli,median_income,910.8652488495763,Median,Nominal values
2021,Shida Kartli,income_mean_infl,736.0490187531275,Mean,Adjusted to inflation (base: 2010 prices)
2021,Shida Kartli,income_median_infl,591.4278958698577,Median,Adjusted to inflation (base: 2010 prices)
2021,Kvemo Kartli,mean_income,1064.0805599215946,Mean,Nominal values
2021,Kvemo Kartli,median_income,866.6666666666666,Median,Nominal values
2021,Kvemo Kartli,income_mean_infl,690.9111170782827,Mean,Adjusted to inflation (base: 2010 prices)
2021,Kvemo Kartli,income_median_infl,562.7296065302605,Median,Adjusted to inflation (base: 2010 prices)
2021,Samtskhe-Javakheti,mean_income,1267.794424472229,Mean,Nominal values
2021,Samtskhe-Javakheti,median_income,930.6201980770202,Median,Nominal values
2021,Samtskhe-Javakheti,income_mean_infl,823.1832203590565,Mean,Adjusted to inflation (base: 2010 prices)
2021,Samtskhe-Javakheti,income_median_infl,604.2548514149939,Median,Adjusted to inflation (base: 2010 prices)
2021,Adjara A.R.,mean_income,1262.3460560909718,Mean,Nominal values
2021,Adjara A.R.,median_income,1043.2674422455411,Median,Nominal values
2021,Adjara A.R.,income_mean_infl,819.6455762874217,Mean,Adjusted to inflation (base: 2010 prices)
2021,Adjara A.R.,income_median_infl,677.3970891699978,Median,Adjusted to inflation (base: 2010 prices)
2021,Guria,mean_income,901.0722706681291,Mean,Nominal values
2021,Guria,median_income,717.5203659534454,Median,Nominal values
2021,Guria,income_mean_infl,585.0692819173902,Mean,Adjusted to inflation (base: 2010 prices)
2021,Guria,income_median_infl,465.8884075504972,Median,Adjusted to inflation (base: 2010 prices)
2021,Samegrelo-Zemo Svaneti,mean_income,1069.6226650047727,Mean,Nominal values
2021,Samegrelo-Zemo Svaneti,median_income,870,Median,Nominal values
2021,Samegrelo-Zemo Svaneti,income_mean_infl,694.5096247084437,Mean,Adjusted to inflation (base: 2010 prices)
2021,Samegrelo-Zemo Svaneti,income_median_infl,564.8939511707616,Median,Adjusted to inflation (base: 2010 prices)
2021,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",mean_income,1194.6971050968843,Mean,Nominal values
2021,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",median_income,938.0925687595334,Median,Nominal values
2021,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_mean_infl,775.7208829315513,Mean,Adjusted to inflation (base: 2010 prices)
2021,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_median_infl,609.1066870465542,Median,Adjusted to inflation (base: 2010 prices)
2021,Mtskheta-Mtianeti,mean_income,954.0102119034563,Mean,Nominal values
2021,Mtskheta-Mtianeti,median_income,774.0237119137789,Median,Nominal values
2021,Mtskheta-Mtianeti,income_mean_infl,619.4420667349412,Mean,Adjusted to inflation (base: 2010 prices)
2021,Mtskheta-Mtianeti,income_median_infl,502.57622175038375,Median,Adjusted to inflation (base: 2010 prices)
2021,Racha-Lechkhumi da Kvemo Svaneti,mean_income,1144.7740363586943,Mean,Nominal values
2021,Racha-Lechkhumi da Kvemo Svaneti,median_income,905.3944872438908,Median,Nominal values
2021,Racha-Lechkhumi da Kvemo Svaneti,income_mean_infl,743.3056650532918,Mean,Adjusted to inflation (base: 2010 prices)
2021,Racha-Lechkhumi da Kvemo Svaneti,income_median_infl,587.8757118016405,Median,Adjusted to inflation (base: 2010 prices)
2022,Kakheti,mean_income,1453.0826663507264,Mean,Nominal values
2022,Kakheti,median_income,1093.3647533158207,Median,Nominal values
2022,Kakheti,income_mean_infl,843.1697702927667,Mean,Adjusted to inflation (base: 2010 prices)
2022,Kakheti,income_median_infl,634.4388583305787,Median,Adjusted to inflation (base: 2010 prices)
2022,Tbilisi,mean_income,1280.8590671897607,Mean,Nominal values
2022,Tbilisi,median_income,1060,Median,Nominal values
2022,Tbilisi,income_mean_infl,743.2348279069801,Mean,Adjusted to inflation (base: 2010 prices)
2022,Tbilisi,income_median_infl,615.0785342136952,Median,Adjusted to inflation (base: 2010 prices)
2022,Shida Kartli,mean_income,1253.6003205251936,Mean,Nominal values
2022,Shida Kartli,median_income,1022.9300146102905,Median,Nominal values
2022,Shida Kartli,income_mean_infl,727.4175921117496,Mean,Adjusted to inflation (base: 2010 prices)
2022,Shida Kartli,income_median_infl,593.5682018770673,Median,Adjusted to inflation (base: 2010 prices)
2022,Kvemo Kartli,mean_income,1228.0201636540794,Mean,Nominal values
2022,Kvemo Kartli,median_income,980,Median,Nominal values
2022,Kvemo Kartli,income_mean_infl,712.5743794766163,Mean,Adjusted to inflation (base: 2010 prices)
2022,Kvemo Kartli,income_median_infl,568.6575127636049,Median,Adjusted to inflation (base: 2010 prices)
2022,Samtskhe-Javakheti,mean_income,1719.552961189598,Mean,Nominal values
2022,Samtskhe-Javakheti,median_income,1268.5959331027818,Median,Nominal values
2022,Samtskhe-Javakheti,income_mean_infl,997.7925611993556,Mean,Adjusted to inflation (base: 2010 prices)
2022,Samtskhe-Javakheti,income_median_infl,736.1189877757679,Median,Adjusted to inflation (base: 2010 prices)
2022,Adjara A.R.,mean_income,1538.3030739968503,Mean,Nominal values
2022,Adjara A.R.,median_income,1300,Median,Nominal values
2022,Adjara A.R.,income_mean_infl,892.6199999343436,Mean,Adjusted to inflation (base: 2010 prices)
2022,Adjara A.R.,income_median_infl,754.3415985639658,Median,Adjusted to inflation (base: 2010 prices)
2022,Guria,mean_income,1068.058116364705,Mean,Nominal values
2022,Guria,median_income,816.0686242580414,Median,Nominal values
2022,Guria,income_mean_infl,619.7543591213614,Mean,Adjusted to inflation (base: 2010 prices)
2022,Guria,income_median_infl,473.53423889285176,Median,Adjusted to inflation (base: 2010 prices)
2022,Samegrelo-Zemo Svaneti,mean_income,1264.352486856966,Mean,Nominal values
2022,Samegrelo-Zemo Svaneti,median_income,1019.8592925216226,Median,Nominal values
2022,Samegrelo-Zemo Svaneti,income_mean_infl,733.6566739107764,Mean,Adjusted to inflation (base: 2010 prices)
2022,Samegrelo-Zemo Svaneti,income_median_infl,591.7863761777508,Median,Adjusted to inflation (base: 2010 prices)
2022,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",mean_income,1493.336486646511,Mean,Nominal values
2022,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",median_income,1237.9894429412511,Median,Nominal values
2022,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_mean_infl,866.5275634852503,Mean,Adjusted to inflation (base: 2010 prices)
2022,"Imereti, Racha-Lechkhumi and Kvemo Svaneti",income_median_infl,718.359181072013,Median,Adjusted to inflation (base: 2010 prices)
2022,Mtskheta-Mtianeti,mean_income,1116.3627862553483,Mean,Nominal values
2022,Mtskheta-Mtianeti,median_income,835.8404883254822,Median,Nominal values
2022,Mtskheta-Mtianeti,income_mean_infl,647.7837605855249,Mean,Adjusted to inflation (base: 2010 prices)
2022,Mtskheta-Mtianeti,income_median_infl,485.00711546763847,Median,Adjusted to inflation (base: 2010 prices)
2022,Racha-Lechkhumi da Kvemo Svaneti,mean_income,1337.3068224160584,Mean,Nominal values
2022,Racha-Lechkhumi da Kvemo Svaneti,median_income,1066.1950331058683,Median,Nominal values
2022,Racha-Lechkhumi da Kvemo Svaneti,income_mean_infl,775.9893586090976,Mean,Adjusted to inflation (base: 2010 prices)
2022,Racha-Lechkhumi da Kvemo Svaneti,income_median_infl,618.6732812723393,Median,Adjusted to inflation (base: 2010 prices)
